word_index,address,out_x,out_y,kernel_out,word_hex,value_s32
1152,0x03001200,24,6,0,0x000169CC,92620
1153,0x03001204,24,6,1,0xFFFE9634,-92620
1154,0x03001208,24,6,2,0xFFFFF690,-2416
1155,0x0300120C,25,6,0,0x00004A74,19060
1156,0x03001210,25,6,1,0xFFFFB58C,-19060
1157,0x03001214,25,6,2,0x000008D8,2264
1158,0x03001218,26,6,0,0xFFFF3F1C,-49380
1159,0x0300121C,26,6,1,0x0000C0E4,49380
1160,0x03001220,26,6,2,0xFFFFF720,-2272
1161,0x03001224,27,6,0,0xFFFE47C4,-112700
1162,0x03001228,27,6,1,0x0001B83C,112700
1163,0x0300122C,27,6,2,0x00000968,2408
1164,0x03001230,28,6,0,0xFFFD646C,-170900
1165,0x03001234,28,6,1,0x00029B94,170900
1166,0x03001238,28,6,2,0xFFFFF7B0,-2128
1167,0x0300123C,29,6,0,0xFFFD7B14,-165100
1168,0x03001240,29,6,1,0x000284EC,165100
1169,0x03001244,29,6,2,0xFFFFF7F8,-2056
1170,0x03001248,30,6,0,0xFFFD91BC,-159300
1171,0x0300124C,30,6,1,0x00026E44,159300
1172,0x03001250,30,6,2,0xFFFFF840,-1984
1173,0x03001254,31,6,0,0xFFFDA864,-153500
1174,0x03001258,31,6,1,0x0002579C,153500
1175,0x0300125C,31,6,2,0xFFFFF888,-1912
1176,0x03001260,32,6,0,0xFFFDBF0C,-147700
1177,0x03001264,32,6,1,0x000240F4,147700
1178,0x03001268,32,6,2,0xFFFFF8D0,-1840
1179,0x0300126C,33,6,0,0xFFFDD5B4,-141900
1180,0x03001270,33,6,1,0x00022A4C,141900
1181,0x03001274,33,6,2,0xFFFFF918,-1768
1182,0x03001278,34,6,0,0xFFFDEC5C,-136100
1183,0x0300127C,34,6,1,0x000213A4,136100
1184,0x03001280,34,6,2,0xFFFFF960,-1696
1185,0x03001284,35,6,0,0xFFFE0304,-130300
1186,0x03001288,35,6,1,0x0001FCFC,130300
1187,0x0300128C,35,6,2,0xFFFFF9A8,-1624
1188,0x03001290,36,6,0,0xFFFE19AC,-124500
1189,0x03001294,36,6,1,0x0001E654,124500
1190,0x03001298,36,6,2,0xFFFFF9F0,-1552
1191,0x0300129C,37,6,0,0xFFFE3054,-118700
1192,0x030012A0,37,6,1,0x0001CFAC,118700
1193,0x030012A4,37,6,2,0xFFFFFA38,-1480
1194,0x030012A8,38,6,0,0xFFFE46FC,-112900
1195,0x030012AC,38,6,1,0x0001B904,112900
1196,0x030012B0,38,6,2,0xFFFFFA80,-1408
1197,0x030012B4,39,6,0,0xFFFE5DA4,-107100
1198,0x030012B8,39,6,1,0x0001A25C,107100
1199,0x030012BC,39,6,2,0xFFFFFAC8,-1336
1200,0x030012C0,40,6,0,0xFFFE744C,-101300
1201,0x030012C4,40,6,1,0x00018BB4,101300
1202,0x030012C8,40,6,2,0xFFFFFB10,-1264
1203,0x030012CC,41,6,0,0xFFFE8AF4,-95500
1204,0x030012D0,41,6,1,0x0001750C,95500
1205,0x030012D4,41,6,2,0xFFFFFB58,-1192
1206,0x030012D8,42,6,0,0xFFFEA19C,-89700
1207,0x030012DC,42,6,1,0x00015E64,89700
1208,0x030012E0,42,6,2,0xFFFFFBA0,-1120
1209,0x030012E4,43,6,0,0xFFFEB844,-83900
1210,0x030012E8,43,6,1,0x000147BC,83900
1211,0x030012EC,43,6,2,0xFFFFFBE8,-1048
1212,0x030012F0,44,6,0,0xFFFECEEC,-78100
1213,0x030012F4,44,6,1,0x00013114,78100
1214,0x030012F8,44,6,2,0xFFFFFC30,-976
1215,0x030012FC,45,6,0,0xFFFEE594,-72300
1216,0x03001300,45,6,1,0x00011A6C,72300
1217,0x03001304,45,6,2,0xFFFFFC78,-904
1218,0x03001308,46,6,0,0xFFFEFC3C,-66500
1219,0x0300130C,46,6,1,0x000103C4,66500
1220,0x03001310,46,6,2,0xFFFFFCC0,-832
1221,0x03001314,47,6,0,0xFFFF12E4,-60700
1222,0x03001318,47,6,1,0x0000ED1C,60700
1223,0x0300131C,47,6,2,0xFFFFFD08,-760
1224,0x03001320,48,6,0,0xFFFF298C,-54900
1225,0x03001324,48,6,1,0x0000D674,54900
1226,0x03001328,48,6,2,0xFFFFFD50,-688
1227,0x0300132C,49,6,0,0xFFFF4034,-49100
1228,0x03001330,49,6,1,0x0000BFCC,49100
1229,0x03001334,49,6,2,0xFFFFFD98,-616
1230,0x03001338,50,6,0,0xFFFF56DC,-43300
1231,0x0300133C,50,6,1,0x0000A924,43300
1232,0x03001340,50,6,2,0xFFFFFDE0,-544
1233,0x03001344,51,6,0,0xFFFF6D84,-37500
1234,0x03001348,51,6,1,0x0000927C,37500
1235,0x0300134C,51,6,2,0xFFFFFE28,-472
1236,0x03001350,52,6,0,0xFFFF842C,-31700
1237,0x03001354,52,6,1,0x00007BD4,31700
1238,0x03001358,52,6,2,0xFFFFFE70,-400
1239,0x0300135C,53,6,0,0xFFFF9AD4,-25900
1240,0x03001360,53,6,1,0x0000652C,25900
1241,0x03001364,53,6,2,0xFFFFFEB8,-328
1242,0x03001368,54,6,0,0xFFFFB17C,-20100
1243,0x0300136C,54,6,1,0x00004E84,20100
1244,0x03001370,54,6,2,0xFFFFFF00,-256
1245,0x03001374,55,6,0,0xFFFFC824,-14300
1246,0x03001378,55,6,1,0x000037DC,14300
1247,0x0300137C,55,6,2,0xFFFFFF48,-184
1248,0x03001380,56,6,0,0xFFFFDECC,-8500
1249,0x03001384,56,6,1,0x00002134,8500
1250,0x03001388,56,6,2,0xFFFFFF90,-112
1251,0x0300138C,57,6,0,0xFFFFF574,-2700
1252,0x03001390,57,6,1,0x00000A8C,2700
1253,0x03001394,57,6,2,0xFFFFFFD8,-40
1254,0x03001398,58,6,0,0x00000C1C,3100
1255,0x0300139C,58,6,1,0xFFFFF3E4,-3100
1256,0x030013A0,58,6,2,0x00000020,32
1257,0x030013A4,59,6,0,0x000022C4,8900
1258,0x030013A8,59,6,1,0xFFFFDD3C,-8900
1259,0x030013AC,59,6,2,0x00000068,104
1260,0x030013B0,0,7,0,0x0000940C,37900
1261,0x030013B4,0,7,1,0xFFFF6BF4,-37900
1262,0x030013B8,0,7,2,0x000001D0,464
1263,0x030013BC,1,7,0,0x0000AAB4,43700
1264,0x030013C0,1,7,1,0xFFFF554C,-43700
1265,0x030013C4,1,7,2,0x00000218,536
1266,0x030013C8,2,7,0,0x0000C15C,49500
1267,0x030013CC,2,7,1,0xFFFF3EA4,-49500
1268,0x030013D0,2,7,2,0x00000260,608
1269,0x030013D4,3,7,0,0x0000D804,55300
1270,0x030013D8,3,7,1,0xFFFF27FC,-55300
1271,0x030013DC,3,7,2,0x000002A8,680
1272,0x030013E0,4,7,0,0x0000EEAC,61100
1273,0x030013E4,4,7,1,0xFFFF1154,-61100
1274,0x030013E8,4,7,2,0x000002F0,752
1275,0x030013EC,5,7,0,0x00010554,66900
1276,0x030013F0,5,7,1,0xFFFEFAAC,-66900
1277,0x030013F4,5,7,2,0x00000338,824
1278,0x030013F8,6,7,0,0x00011BFC,72700
1279,0x030013FC,6,7,1,0xFFFEE404,-72700
1280,0x03001400,6,7,2,0x00000380,896
1281,0x03001404,7,7,0,0x000132A4,78500
1282,0x03001408,7,7,1,0xFFFECD5C,-78500
1283,0x0300140C,7,7,2,0x000003C8,968
1284,0x03001410,8,7,0,0x0001494C,84300
1285,0x03001414,8,7,1,0xFFFEB6B4,-84300
1286,0x03001418,8,7,2,0x00000410,1040
1287,0x0300141C,9,7,0,0x00015FF4,90100
1288,0x03001420,9,7,1,0xFFFEA00C,-90100
1289,0x03001424,9,7,2,0x00000458,1112
1290,0x03001428,10,7,0,0x0001769C,95900
1291,0x0300142C,10,7,1,0xFFFE8964,-95900
1292,0x03001430,10,7,2,0x000004A0,1184
1293,0x03001434,11,7,0,0x00018D44,101700
1294,0x03001438,11,7,1,0xFFFE72BC,-101700
1295,0x0300143C,11,7,2,0x000004E8,1256
1296,0x03001440,12,7,0,0x0001A3EC,107500
1297,0x03001444,12,7,1,0xFFFE5C14,-107500
1298,0x03001448,12,7,2,0x00000530,1328
1299,0x0300144C,13,7,0,0x0001BA94,113300
1300,0x03001450,13,7,1,0xFFFE456C,-113300
1301,0x03001454,13,7,2,0x00000578,1400
1302,0x03001458,14,7,0,0x0001D13C,119100
1303,0x0300145C,14,7,1,0xFFFE2EC4,-119100
1304,0x03001460,14,7,2,0x000005C0,1472
1305,0x03001464,15,7,0,0x0001E7E4,124900
1306,0x03001468,15,7,1,0xFFFE181C,-124900
1307,0x0300146C,15,7,2,0x00000608,1544
1308,0x03001470,16,7,0,0x0001FE8C,130700
1309,0x03001474,16,7,1,0xFFFE0174,-130700
1310,0x03001478,16,7,2,0x00000650,1616
1311,0x0300147C,17,7,0,0x00021534,136500
1312,0x03001480,17,7,1,0xFFFDEACC,-136500
1313,0x03001484,17,7,2,0x00000698,1688
1314,0x03001488,18,7,0,0x00022BDC,142300
1315,0x0300148C,18,7,1,0xFFFDD424,-142300
1316,0x03001490,18,7,2,0x000006E0,1760
1317,0x03001494,19,7,0,0x00024284,148100
1318,0x03001498,19,7,1,0xFFFDBD7C,-148100
1319,0x0300149C,19,7,2,0x00000728,1832
1320,0x030014A0,20,7,0,0x0002592C,153900
1321,0x030014A4,20,7,1,0xFFFDA6D4,-153900
1322,0x030014A8,20,7,2,0x00000770,1904
1323,0x030014AC,21,7,0,0x00026FD4,159700
1324,0x030014B0,21,7,1,0xFFFD902C,-159700
1325,0x030014B4,21,7,2,0x000007B8,1976
1326,0x030014B8,22,7,0,0x0002867C,165500
1327,0x030014BC,22,7,1,0xFFFD7984,-165500
1328,0x030014C0,22,7,2,0x00000800,2048
1329,0x030014C4,23,7,0,0x00029D24,171300
1330,0x030014C8,23,7,1,0xFFFD62DC,-171300
1331,0x030014CC,23,7,2,0x00000848,2120
1332,0x030014D0,24,7,0,0x000169CC,92620
1333,0x030014D4,24,7,1,0xFFFE9634,-92620
1334,0x030014D8,24,7,2,0xFFFFF690,-2416
1335,0x030014DC,25,7,0,0x00004A74,19060
1336,0x030014E0,25,7,1,0xFFFFB58C,-19060
1337,0x030014E4,25,7,2,0x000008D8,2264
1338,0x030014E8,26,7,0,0xFFFF3F1C,-49380
1339,0x030014EC,26,7,1,0x0000C0E4,49380
1340,0x030014F0,26,7,2,0xFFFFF720,-2272
1341,0x030014F4,27,7,0,0xFFFE47C4,-112700
1342,0x030014F8,27,7,1,0x0001B83C,112700
1343,0x030014FC,27,7,2,0x00000968,2408
1344,0x03001500,28,7,0,0xFFFD646C,-170900
1345,0x03001504,28,7,1,0x00029B94,170900
1346,0x03001508,28,7,2,0xFFFFF7B0,-2128
1347,0x0300150C,29,7,0,0xFFFD7B14,-165100
1348,0x03001510,29,7,1,0x000284EC,165100
1349,0x03001514,29,7,2,0xFFFFF7F8,-2056
1350,0x03001518,30,7,0,0xFFFD91BC,-159300
1351,0x0300151C,30,7,1,0x00026E44,159300
1352,0x03001520,30,7,2,0xFFFFF840,-1984
1353,0x03001524,31,7,0,0xFFFDA864,-153500
1354,0x03001528,31,7,1,0x0002579C,153500
1355,0x0300152C,31,7,2,0xFFFFF888,-1912
1356,0x03001530,32,7,0,0xFFFDBF0C,-147700
1357,0x03001534,32,7,1,0x000240F4,147700
1358,0x03001538,32,7,2,0xFFFFF8D0,-1840
1359,0x0300153C,33,7,0,0xFFFDD5B4,-141900
1360,0x03001540,33,7,1,0x00022A4C,141900
1361,0x03001544,33,7,2,0xFFFFF918,-1768
1362,0x03001548,34,7,0,0xFFFDEC5C,-136100
1363,0x0300154C,34,7,1,0x000213A4,136100
1364,0x03001550,34,7,2,0xFFFFF960,-1696
1365,0x03001554,35,7,0,0xFFFE0304,-130300
1366,0x03001558,35,7,1,0x0001FCFC,130300
1367,0x0300155C,35,7,2,0xFFFFF9A8,-1624
1368,0x03001560,36,7,0,0xFFFE19AC,-124500
1369,0x03001564,36,7,1,0x0001E654,124500
1370,0x03001568,36,7,2,0xFFFFF9F0,-1552
1371,0x0300156C,37,7,0,0xFFFE3054,-118700
1372,0x03001570,37,7,1,0x0001CFAC,118700
1373,0x03001574,37,7,2,0xFFFFFA38,-1480
1374,0x03001578,38,7,0,0xFFFE46FC,-112900
1375,0x0300157C,38,7,1,0x0001B904,112900
1376,0x03001580,38,7,2,0xFFFFFA80,-1408
1377,0x03001584,39,7,0,0xFFFE5DA4,-107100
1378,0x03001588,39,7,1,0x0001A25C,107100
1379,0x0300158C,39,7,2,0xFFFFFAC8,-1336
1380,0x03001590,40,7,0,0xFFFE744C,-101300
1381,0x03001594,40,7,1,0x00018BB4,101300
1382,0x03001598,40,7,2,0xFFFFFB10,-1264
1383,0x0300159C,41,7,0,0xFFFE8AF4,-95500
1384,0x030015A0,41,7,1,0x0001750C,95500
1385,0x030015A4,41,7,2,0xFFFFFB58,-1192
1386,0x030015A8,42,7,0,0xFFFEA19C,-89700
1387,0x030015AC,42,7,1,0x00015E64,89700
1388,0x030015B0,42,7,2,0xFFFFFBA0,-1120
1389,0x030015B4,43,7,0,0xFFFEB844,-83900
1390,0x030015B8,43,7,1,0x000147BC,83900
1391,0x030015BC,43,7,2,0xFFFFFBE8,-1048
1392,0x030015C0,44,7,0,0xFFFECEEC,-78100
1393,0x030015C4,44,7,1,0x00013114,78100
1394,0x030015C8,44,7,2,0xFFFFFC30,-976
1395,0x030015CC,45,7,0,0xFFFEE594,-72300
1396,0x030015D0,45,7,1,0x00011A6C,72300
1397,0x030015D4,45,7,2,0xFFFFFC78,-904
1398,0x030015D8,46,7,0,0xFFFEFC3C,-66500
1399,0x030015DC,46,7,1,0x000103C4,66500
1400,0x030015E0,46,7,2,0xFFFFFCC0,-832
1401,0x030015E4,47,7,0,0xFFFF12E4,-60700
1402,0x030015E8,47,7,1,0x0000ED1C,60700
1403,0x030015EC,47,7,2,0xFFFFFD08,-760
1404,0x030015F0,48,7,0,0xFFFF298C,-54900
1405,0x030015F4,48,7,1,0x0000D674,54900
1406,0x030015F8,48,7,2,0xFFFFFD50,-688
1407,0x030015FC,49,7,0,0xFFFF4034,-49100
1408,0x03001600,49,7,1,0x0000BFCC,49100
1409,0x03001604,49,7,2,0xFFFFFD98,-616
1410,0x03001608,50,7,0,0xFFFF56DC,-43300
1411,0x0300160C,50,7,1,0x0000A924,43300
1412,0x03001610,50,7,2,0xFFFFFDE0,-544
1413,0x03001614,51,7,0,0xFFFF6D84,-37500
1414,0x03001618,51,7,1,0x0000927C,37500
1415,0x0300161C,51,7,2,0xFFFFFE28,-472
1416,0x03001620,52,7,0,0xFFFF842C,-31700
1417,0x03001624,52,7,1,0x00007BD4,31700
1418,0x03001628,52,7,2,0xFFFFFE70,-400
1419,0x0300162C,53,7,0,0xFFFF9AD4,-25900
1420,0x03001630,53,7,1,0x0000652C,25900
1421,0x03001634,53,7,2,0xFFFFFEB8,-328
1422,0x03001638,54,7,0,0xFFFFB17C,-20100
1423,0x0300163C,54,7,1,0x00004E84,20100
1424,0x03001640,54,7,2,0xFFFFFF00,-256
1425,0x03001644,55,7,0,0xFFFFC824,-14300
1426,0x03001648,55,7,1,0x000037DC,14300
1427,0x0300164C,55,7,2,0xFFFFFF48,-184
1428,0x03001650,56,7,0,0xFFFFDECC,-8500
1429,0x03001654,56,7,1,0x00002134,8500
1430,0x03001658,56,7,2,0xFFFFFF90,-112
1431,0x0300165C,57,7,0,0xFFFFF574,-2700
1432,0x03001660,57,7,1,0x00000A8C,2700
1433,0x03001664,57,7,2,0xFFFFFFD8,-40
1434,0x03001668,58,7,0,0x00000C1C,3100
1435,0x0300166C,58,7,1,0xFFFFF3E4,-3100
1436,0x03001670,58,7,2,0x00000020,32
1437,0x03001674,59,7,0,0x000022C4,8900
1438,0x03001678,59,7,1,0xFFFFDD3C,-8900
1439,0x0300167C,59,7,2,0x00000068,104
1440,0x03001680,0,8,0,0x0000940C,37900
1441,0x03001684,0,8,1,0xFFFF6BF4,-37900
1442,0x03001688,0,8,2,0x000001D0,464
1443,0x0300168C,1,8,0,0x0000AAB4,43700
1444,0x03001690,1,8,1,0xFFFF554C,-43700
1445,0x03001694,1,8,2,0x00000218,536
1446,0x03001698,2,8,0,0x0000C15C,49500
1447,0x0300169C,2,8,1,0xFFFF3EA4,-49500
1448,0x030016A0,2,8,2,0x00000260,608
1449,0x030016A4,3,8,0,0x0000D804,55300
1450,0x030016A8,3,8,1,0xFFFF27FC,-55300
1451,0x030016AC,3,8,2,0x000002A8,680
1452,0x030016B0,4,8,0,0x0000EEAC,61100
1453,0x030016B4,4,8,1,0xFFFF1154,-61100
1454,0x030016B8,4,8,2,0x000002F0,752
1455,0x030016BC,5,8,0,0x00010554,66900
1456,0x030016C0,5,8,1,0xFFFEFAAC,-66900
1457,0x030016C4,5,8,2,0x00000338,824
1458,0x030016C8,6,8,0,0x00011BFC,72700
1459,0x030016CC,6,8,1,0xFFFEE404,-72700
1460,0x030016D0,6,8,2,0x00000380,896
1461,0x030016D4,7,8,0,0x000132A4,78500
1462,0x030016D8,7,8,1,0xFFFECD5C,-78500
1463,0x030016DC,7,8,2,0x000003C8,968
1464,0x030016E0,8,8,0,0x0001494C,84300
1465,0x030016E4,8,8,1,0xFFFEB6B4,-84300
1466,0x030016E8,8,8,2,0x00000410,1040
1467,0x030016EC,9,8,0,0x00015FF4,90100
1468,0x030016F0,9,8,1,0xFFFEA00C,-90100
1469,0x030016F4,9,8,2,0x00000458,1112
1470,0x030016F8,10,8,0,0x0001769C,95900
1471,0x030016FC,10,8,1,0xFFFE8964,-95900
1472,0x03001700,10,8,2,0x000004A0,1184
1473,0x03001704,11,8,0,0x00018D44,101700
1474,0x03001708,11,8,1,0xFFFE72BC,-101700
1475,0x0300170C,11,8,2,0x000004E8,1256
1476,0x03001710,12,8,0,0x0001A3EC,107500
1477,0x03001714,12,8,1,0xFFFE5C14,-107500
1478,0x03001718,12,8,2,0x00000530,1328
1479,0x0300171C,13,8,0,0x0001BA94,113300
1480,0x03001720,13,8,1,0xFFFE456C,-113300
1481,0x03001724,13,8,2,0x00000578,1400
1482,0x03001728,14,8,0,0x0001D13C,119100
1483,0x0300172C,14,8,1,0xFFFE2EC4,-119100
1484,0x03001730,14,8,2,0x000005C0,1472
1485,0x03001734,15,8,0,0x0001E7E4,124900
1486,0x03001738,15,8,1,0xFFFE181C,-124900
1487,0x0300173C,15,8,2,0x00000608,1544
1488,0x03001740,16,8,0,0x0001FE8C,130700
1489,0x03001744,16,8,1,0xFFFE0174,-130700
1490,0x03001748,16,8,2,0x00000650,1616
1491,0x0300174C,17,8,0,0x00021534,136500
1492,0x03001750,17,8,1,0xFFFDEACC,-136500
1493,0x03001754,17,8,2,0x00000698,1688
1494,0x03001758,18,8,0,0x00022BDC,142300
1495,0x0300175C,18,8,1,0xFFFDD424,-142300
1496,0x03001760,18,8,2,0x000006E0,1760
1497,0x03001764,19,8,0,0x00024284,148100
1498,0x03001768,19,8,1,0xFFFDBD7C,-148100
1499,0x0300176C,19,8,2,0x00000728,1832
1500,0x03001770,20,8,0,0x0002592C,153900
1501,0x03001774,20,8,1,0xFFFDA6D4,-153900
1502,0x03001778,20,8,2,0x00000770,1904
1503,0x0300177C,21,8,0,0x00026FD4,159700
1504,0x03001780,21,8,1,0xFFFD902C,-159700
1505,0x03001784,21,8,2,0x000007B8,1976
1506,0x03001788,22,8,0,0x0002867C,165500
1507,0x0300178C,22,8,1,0xFFFD7984,-165500
1508,0x03001790,22,8,2,0x00000800,2048
1509,0x03001794,23,8,0,0x00029D24,171300
1510,0x03001798,23,8,1,0xFFFD62DC,-171300
1511,0x0300179C,23,8,2,0x00000848,2120
1512,0x030017A0,24,8,0,0x000169CC,92620
1513,0x030017A4,24,8,1,0xFFFE9634,-92620
1514,0x030017A8,24,8,2,0xFFFFF690,-2416
1515,0x030017AC,25,8,0,0x00004A74,19060
1516,0x030017B0,25,8,1,0xFFFFB58C,-19060
1517,0x030017B4,25,8,2,0x000008D8,2264
1518,0x030017B8,26,8,0,0xFFFF3F1C,-49380
1519,0x030017BC,26,8,1,0x0000C0E4,49380
1520,0x030017C0,26,8,2,0xFFFFF720,-2272
1521,0x030017C4,27,8,0,0xFFFE47C4,-112700
1522,0x030017C8,27,8,1,0x0001B83C,112700
1523,0x030017CC,27,8,2,0x00000968,2408
1524,0x030017D0,28,8,0,0xFFFD646C,-170900
1525,0x030017D4,28,8,1,0x00029B94,170900
1526,0x030017D8,28,8,2,0xFFFFF7B0,-2128
1527,0x030017DC,29,8,0,0xFFFD7B14,-165100
1528,0x030017E0,29,8,1,0x000284EC,165100
1529,0x030017E4,29,8,2,0xFFFFF7F8,-2056
1530,0x030017E8,30,8,0,0xFFFD91BC,-159300
1531,0x030017EC,30,8,1,0x00026E44,159300
1532,0x030017F0,30,8,2,0xFFFFF840,-1984
1533,0x030017F4,31,8,0,0xFFFDA864,-153500
1534,0x030017F8,31,8,1,0x0002579C,153500
1535,0x030017FC,31,8,2,0xFFFFF888,-1912
1536,0x03001800,32,8,0,0xFFFDBF0C,-147700
1537,0x03001804,32,8,1,0x000240F4,147700
1538,0x03001808,32,8,2,0xFFFFF8D0,-1840
1539,0x0300180C,33,8,0,0xFFFDD5B4,-141900
1540,0x03001810,33,8,1,0x00022A4C,141900
1541,0x03001814,33,8,2,0xFFFFF918,-1768
1542,0x03001818,34,8,0,0xFFFDEC5C,-136100
1543,0x0300181C,34,8,1,0x000213A4,136100
1544,0x03001820,34,8,2,0xFFFFF960,-1696
1545,0x03001824,35,8,0,0xFFFE0304,-130300
1546,0x03001828,35,8,1,0x0001FCFC,130300
1547,0x0300182C,35,8,2,0xFFFFF9A8,-1624
1548,0x03001830,36,8,0,0xFFFE19AC,-124500
1549,0x03001834,36,8,1,0x0001E654,124500
1550,0x03001838,36,8,2,0xFFFFF9F0,-1552
1551,0x0300183C,37,8,0,0xFFFE3054,-118700
1552,0x03001840,37,8,1,0x0001CFAC,118700
1553,0x03001844,37,8,2,0xFFFFFA38,-1480
1554,0x03001848,38,8,0,0xFFFE46FC,-112900
1555,0x0300184C,38,8,1,0x0001B904,112900
1556,0x03001850,38,8,2,0xFFFFFA80,-1408
1557,0x03001854,39,8,0,0xFFFE5DA4,-107100
1558,0x03001858,39,8,1,0x0001A25C,107100
1559,0x0300185C,39,8,2,0xFFFFFAC8,-1336
1560,0x03001860,40,8,0,0xFFFE744C,-101300
1561,0x03001864,40,8,1,0x00018BB4,101300
1562,0x03001868,40,8,2,0xFFFFFB10,-1264
1563,0x0300186C,41,8,0,0xFFFE8AF4,-95500
1564,0x03001870,41,8,1,0x0001750C,95500
1565,0x03001874,41,8,2,0xFFFFFB58,-1192
1566,0x03001878,42,8,0,0xFFFEA19C,-89700
1567,0x0300187C,42,8,1,0x00015E64,89700
1568,0x03001880,42,8,2,0xFFFFFBA0,-1120
1569,0x03001884,43,8,0,0xFFFEB844,-83900
1570,0x03001888,43,8,1,0x000147BC,83900
1571,0x0300188C,43,8,2,0xFFFFFBE8,-1048
1572,0x03001890,44,8,0,0xFFFECEEC,-78100
1573,0x03001894,44,8,1,0x00013114,78100
1574,0x03001898,44,8,2,0xFFFFFC30,-976
1575,0x0300189C,45,8,0,0xFFFEE594,-72300
1576,0x030018A0,45,8,1,0x00011A6C,72300
1577,0x030018A4,45,8,2,0xFFFFFC78,-904
1578,0x030018A8,46,8,0,0xFFFEFC3C,-66500
1579,0x030018AC,46,8,1,0x000103C4,66500
1580,0x030018B0,46,8,2,0xFFFFFCC0,-832
1581,0x030018B4,47,8,0,0xFFFF12E4,-60700
1582,0x030018B8,47,8,1,0x0000ED1C,60700
1583,0x030018BC,47,8,2,0xFFFFFD08,-760
1584,0x030018C0,48,8,0,0xFFFF298C,-54900
1585,0x030018C4,48,8,1,0x0000D674,54900
1586,0x030018C8,48,8,2,0xFFFFFD50,-688
1587,0x030018CC,49,8,0,0xFFFF4034,-49100
1588,0x030018D0,49,8,1,0x0000BFCC,49100
1589,0x030018D4,49,8,2,0xFFFFFD98,-616
1590,0x030018D8,50,8,0,0xFFFF56DC,-43300
1591,0x030018DC,50,8,1,0x0000A924,43300
1592,0x030018E0,50,8,2,0xFFFFFDE0,-544
1593,0x030018E4,51,8,0,0xFFFF6D84,-37500
1594,0x030018E8,51,8,1,0x0000927C,37500
1595,0x030018EC,51,8,2,0xFFFFFE28,-472
1596,0x030018F0,52,8,0,0xFFFF842C,-31700
1597,0x030018F4,52,8,1,0x00007BD4,31700
1598,0x030018F8,52,8,2,0xFFFFFE70,-400
1599,0x030018FC,53,8,0,0xFFFF9AD4,-25900
1600,0x03001900,53,8,1,0x0000652C,25900
1601,0x03001904,53,8,2,0xFFFFFEB8,-328
1602,0x03001908,54,8,0,0xFFFFB17C,-20100
1603,0x0300190C,54,8,1,0x00004E84,20100
1604,0x03001910,54,8,2,0xFFFFFF00,-256
1605,0x03001914,55,8,0,0xFFFFC824,-14300
1606,0x03001918,55,8,1,0x000037DC,14300
1607,0x0300191C,55,8,2,0xFFFFFF48,-184
1608,0x03001920,56,8,0,0xFFFFDECC,-8500
1609,0x03001924,56,8,1,0x00002134,8500
1610,0x03001928,56,8,2,0xFFFFFF90,-112
1611,0x0300192C,57,8,0,0xFFFFF574,-2700
1612,0x03001930,57,8,1,0x00000A8C,2700
1613,0x03001934,57,8,2,0xFFFFFFD8,-40
1614,0x03001938,58,8,0,0x00000C1C,3100
1615,0x0300193C,58,8,1,0xFFFFF3E4,-3100
1616,0x03001940,58,8,2,0x00000020,32
1617,0x03001944,59,8,0,0x000022C4,8900
1618,0x03001948,59,8,1,0xFFFFDD3C,-8900
1619,0x0300194C,59,8,2,0x00000068,104
1620,0x03001950,0,9,0,0x0000940C,37900
1621,0x03001954,0,9,1,0xFFFF6BF4,-37900
1622,0x03001958,0,9,2,0x000001D0,464
1623,0x0300195C,1,9,0,0x0000AAB4,43700
1624,0x03001960,1,9,1,0xFFFF554C,-43700
1625,0x03001964,1,9,2,0x00000218,536
1626,0x03001968,2,9,0,0x0000C15C,49500
1627,0x0300196C,2,9,1,0xFFFF3EA4,-49500
1628,0x03001970,2,9,2,0x00000260,608
1629,0x03001974,3,9,0,0x0000D804,55300
1630,0x03001978,3,9,1,0xFFFF27FC,-55300
1631,0x0300197C,3,9,2,0x000002A8,680
1632,0x03001980,4,9,0,0x0000EEAC,61100
1633,0x03001984,4,9,1,0xFFFF1154,-61100
1634,0x03001988,4,9,2,0x000002F0,752
1635,0x0300198C,5,9,0,0x00010554,66900
1636,0x03001990,5,9,1,0xFFFEFAAC,-66900
1637,0x03001994,5,9,2,0x00000338,824
1638,0x03001998,6,9,0,0x00011BFC,72700
1639,0x0300199C,6,9,1,0xFFFEE404,-72700
1640,0x030019A0,6,9,2,0x00000380,896
1641,0x030019A4,7,9,0,0x000132A4,78500
1642,0x030019A8,7,9,1,0xFFFECD5C,-78500
1643,0x030019AC,7,9,2,0x000003C8,968
1644,0x030019B0,8,9,0,0x0001494C,84300
1645,0x030019B4,8,9,1,0xFFFEB6B4,-84300
1646,0x030019B8,8,9,2,0x00000410,1040
1647,0x030019BC,9,9,0,0x00015FF4,90100
1648,0x030019C0,9,9,1,0xFFFEA00C,-90100
1649,0x030019C4,9,9,2,0x00000458,1112
1650,0x030019C8,10,9,0,0x0001769C,95900
1651,0x030019CC,10,9,1,0xFFFE8964,-95900
1652,0x030019D0,10,9,2,0x000004A0,1184
1653,0x030019D4,11,9,0,0x00018D44,101700
1654,0x030019D8,11,9,1,0xFFFE72BC,-101700
1655,0x030019DC,11,9,2,0x000004E8,1256
1656,0x030019E0,12,9,0,0x0001A3EC,107500
1657,0x030019E4,12,9,1,0xFFFE5C14,-107500
